module,path,file,line,syntax,parser,scope
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/exception/info.rs,45,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/exception/info.rs,47,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86/cpu/exception/info.rs,50,qualified_path,rust,production
core::mem,core::mem,src/kernel/src/hal/arch/x86/cpu/idt.rs,20,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86/cpu/idt.rs,134,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86/cpu/idt.rs,142,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,74,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,77,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,79,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,81,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,83,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,85,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,87,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,89,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,91,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,93,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86/cpu/sigframe.rs,95,qualified_path,rust,production
core::mem,core::mem,src/kernel/src/hal/arch/x86/cpu/tss.rs,10,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86/cpu/tss.rs,92,qualified_path,rust,production
core::mem,core::mem,src/kernel/src/hal/arch/x86/mem/gdt.rs,30,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86/mem/gdt.rs,316,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86_64/asm/fast_memcpy.rs,28,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86_64/asm/fast_memset.rs,25,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86_64/asm/hooks.rs,20,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,120,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,122,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,124,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,126,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,128,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,130,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,132,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,134,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,136,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,138,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,140,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,142,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,144,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,146,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,148,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,150,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,152,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,154,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,156,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,159,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,161,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,163,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,166,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86_64/cpu/context.rs,173,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/exception/info.rs,44,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/exception/info.rs,46,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/exception/info.rs,48,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/arch/x86_64/cpu/exception/info.rs,50,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86_64/cpu/exception/info.rs,53,qualified_path,rust,production
core::mem,core::mem,src/kernel/src/hal/arch/x86_64/cpu/idt.rs,19,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86_64/cpu/idt.rs,129,qualified_path,rust,production
core::mem,core::mem::zeroed,src/kernel/src/hal/arch/x86_64/cpu/idt.rs,135,qualified_path,rust,production
core::mem,core::mem::zeroed,src/kernel/src/hal/arch/x86_64/cpu/idt.rs,137,qualified_path,rust,production
core::mem,core::mem,src/kernel/src/hal/arch/x86_64/cpu/tss.rs,10,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86_64/cpu/tss.rs,91,qualified_path,rust,production
core::mem,core::mem,src/kernel/src/hal/arch/x86_64/mem/gdt.rs,30,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/arch/x86_64/mem/gdt.rs,313,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/cpu/signal_frame.rs,154,qualified_path,rust,production
core::mem,core::mem::offset_of,src/kernel/src/hal/cpu/signal_frame.rs,165,qualified_path,rust,production
core::mem,core::mem::ManuallyDrop,src/kernel/src/hal/io/mmio/region.rs,20,import,rust,production
core::mem,core::mem::ManuallyDrop::new,src/kernel/src/hal/io/mmio/region.rs,128,qualified_path,rust,production
core::mem,core::mem::ManuallyDrop::take,src/kernel/src/hal/io/mmio/region.rs,143,qualified_path,rust,production
core::mem,core::mem::MaybeUninit,src/kernel/src/hal/mod.rs,37,import,rust,production
core::mem,core::mem::MaybeUninit::uninit,src/kernel/src/hal/mod.rs,72,qualified_path,rust,production
core::mem,core::mem::take,src/kernel/src/hal/mod.rs,194,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/platform/acpi.rs,42,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/platform/acpi.rs,43,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/hal/platform/madt.rs,189,qualified_path,rust,production
core::mem,core::mem::zeroed,src/kernel/src/hal/platform/microvm/mod.rs,126,qualified_path,rust,production
core::mem,core::mem::zeroed,src/kernel/src/hal/platform/microvm/mod.rs,129,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/klog.rs,235,qualified_path,verus,production
core::mem,core::mem,src/kernel/src/kmain.rs,526,import,rust,production
core::mem,core::mem::forget,src/kernel/src/kmain.rs,592,qualified_path,rust,production
core::mem,core::mem::MaybeUninit,src/kernel/src/mm/elf.rs,35,import,rust,production
core::mem,core::mem::MaybeUninit::uninit,src/kernel/src/mm/elf.rs,219,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/mm/elf.rs,228,qualified_path,rust,production
core::mem,core::mem::MaybeUninit::uninit,src/kernel/src/mm/elf.rs,233,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/mm/kheap.proof.rs,1750,qualified_path,verus,production
core::mem,core::mem,src/kernel/src/mm/kredzone.rs,9,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/mm/kredzone.rs,38,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/mm/kredzone.rs,70,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/mm/kstack.rs,191,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/mm/kstack.rs,244,qualified_path,rust,production
core::mem,core::mem::MaybeUninit,src/kernel/src/mm/phys/frame.rs,32,import,verus,production
core::mem,core::mem::MaybeUninit::uninit,src/kernel/src/mm/phys/frame.rs,615,qualified_path,verus,production
core::mem,core::mem::MaybeUninit,src/kernel/src/mm/phys/manager.rs,21,import,rust,production
core::mem,core::mem::MaybeUninit::uninit,src/kernel/src/mm/phys/manager.rs,48,qualified_path,rust,production
core::mem,core::mem::ManuallyDrop,src/kernel/src/mm/phys/upool.rs,12,import,rust,production
core::mem,core::mem::ManuallyDrop::new,src/kernel/src/mm/phys/upool.rs,71,qualified_path,rust,production
core::mem,core::mem::ManuallyDrop,src/kernel/src/mm/virt/manager.rs,46,import,verus,production
core::mem,core::mem::MaybeUninit,src/kernel/src/mm/virt/manager.rs,46,import,verus,production
core::mem,core::mem::MaybeUninit::uninit,src/kernel/src/mm/virt/manager.rs,92,qualified_path,verus,production
core::mem,core::mem::MaybeUninit::uninit,src/kernel/src/mm/virt/manager.rs,308,qualified_path,verus,production
core::mem,core::mem::ManuallyDrop::new,src/kernel/src/mm/virt/manager.rs,369,qualified_path,verus,production
core::mem,core::mem::MaybeUninit::uninit,src/kernel/src/mm/virt/manager.rs,458,qualified_path,verus,production
core::mem,core::mem::size_of,src/kernel/src/mm/virt/page_table_allocator.rs,43,qualified_path,rust,production
core::mem,core::mem::ManuallyDrop,src/kernel/src/mm/virt/vmem.rs,60,import,verus,production
core::mem,core::mem::MaybeUninit,src/kernel/src/mm/virt/vmem.rs,60,import,verus,production
core::mem,core::mem::MaybeUninit::uninit,src/kernel/src/mm/virt/vmem.rs,887,qualified_path,verus,production
core::mem,core::mem::ManuallyDrop::new,src/kernel/src/mm/virt/vmem.rs,1073,qualified_path,verus,production
core::mem,core::mem::size_of,src/kernel/src/pm/kcall/create_thread.rs,20,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/kcall/duplicate.rs,19,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/kcall/execv.rs,17,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/kcall/gettime.rs,42,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/kcall/sigaction.rs,20,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/kcall/sigpending.rs,16,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/kcall/sigprocmask.rs,16,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/kcall/sigsuspend.rs,18,import,verus,production
core::mem,core::mem::size_of,src/kernel/src/pm/mod.rs,111,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/mod.rs,124,qualified_path,rust,production
core::mem,core::mem::take,src/kernel/src/pm/process/manager/mod.rs,3332,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/process/manager/signal.rs,480,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/process/manager/signal.rs,503,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/process/manager/signal.rs,525,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/process/manager/signal.rs,589,qualified_path,rust,production
core::mem,core::mem::MaybeUninit,src/kernel/src/pm/process/manager/unsafe.rs,60,import,rust,production
core::mem,core::mem::MaybeUninit::uninit,src/kernel/src/pm/process/manager/unsafe.rs,94,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/process/manager/unsafe.rs,575,qualified_path,rust,production
core::mem,core::mem::take,src/kernel/src/pm/process/manager/unsafe.rs,612,qualified_path,rust,production
core::mem,core::mem::take,src/kernel/src/pm/process/manager/unsafe.rs,620,qualified_path,rust,production
core::mem,core::mem::replace,src/kernel/src/pm/process/state/mod.rs,421,qualified_path,verus,production
core::mem,core::mem::replace,src/kernel/src/pm/process/state/running.rs,176,qualified_path,verus,production
core::mem,core::mem::size_of,src/kernel/src/pm/process/state/sigframe.rs,111,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/pm/process/state/sigframe_test.rs,103,qualified_path,verus,production
core::mem,core::mem::replace,src/kernel/src/pm/process/state/signal.rs,370,qualified_path,verus,production
core::mem,core::mem,src/kernel/src/stdio.rs,13,import,rust,production
core::mem,core::mem::size_of,src/kernel/src/stdio.rs,67,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/stdio.rs,74,qualified_path,rust,production
core::mem,core::mem::size_of,src/kernel/src/stdio.rs,103,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/arch/src/x86/cpu/acpi.rs,100,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/arch/src/x86/cpu/madt.rs,34,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/arch/src/x86/cpu/tss.rs,39,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/arch/src/x86/mem/constants.rs,20,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/arch/src/x86/mem/paging/mod.rs,39,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/arch/src/x86/mem/paging/pde.rs,266,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/arch/src/x86/mem/paging/pte.rs,267,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/arch/src/x86_64/cpu/tss.rs,41,qualified_path,rust,production
core::mem,core::mem::MaybeUninit,src/libs/bump_allocator/src/lib.rs,89,import,rust,production
core::mem,core::mem::size_of,src/libs/bump_allocator/src/lib.rs,302,qualified_path,rust,production
core::mem,core::mem::align_of,src/libs/bump_allocator/src/lib.rs,305,qualified_path,rust,production
core::mem,core::mem::MaybeUninit,src/libs/bump_allocator/src/lib.rs,388,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/config/build.rs,212,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/config/src/lib.rs,73,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/elf/src/elf32.rs,206,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,208,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,210,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,212,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/elf/src/elf32.rs,280,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/elf/src/elf32.rs,411,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,413,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,415,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,417,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,419,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,421,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/elf/src/elf32.rs,447,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,449,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,451,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,453,qualified_path,rust,production
core::mem,core::mem::offset_of,src/libs/elf/src/elf32.rs,455,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/elf/src/elf64.rs,143,qualified_path,rust,production
core::mem,core::mem,src/libs/elf/src/relocation.rs,8,import,rust,production
core::mem,core::mem::size_of,src/libs/elf/src/symtab.rs,39,import,rust,production
core::mem,core::mem::ManuallyDrop,src/libs/fat32/src/fat/filesystem.rs,603,qualified_path,verus,production
core::mem,core::mem::ManuallyDrop::new,src/libs/fat32/src/fat/filesystem.rs,612,qualified_path,verus,production
core::mem,core::mem::ManuallyDrop::drop,src/libs/fat32/src/fat/filesystem.rs,629,qualified_path,verus,production
core::mem,core::mem::ManuallyDrop,src/libs/fat32/src/fat/filesystem.rs,1048,qualified_path,verus,production
core::mem,core::mem::ManuallyDrop::new,src/libs/fat32/src/fat/filesystem.rs,1056,qualified_path,verus,production
core::mem,core::mem::ManuallyDrop::drop,src/libs/fat32/src/fat/filesystem.rs,1073,qualified_path,verus,production
core::mem,core::mem::size_of,src/libs/hostfs-api/src/lib.rs,134,qualified_path,rust,production
core::mem,core::mem,src/libs/hostfs-api/src/lstat.rs,24,import,rust,production
core::mem,core::mem::size_of,src/libs/hostfs-api/src/lstat.rs,85,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/hostfs-api/src/lstat.rs,153,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/hostfs-api/src/lstat.rs,155,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/hostfs-api/src/lstat.rs,157,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/hostfs-api/src/lstat.rs,159,qualified_path,rust,production
core::mem,core::mem,src/libs/hostfs-api/src/readlink.rs,31,import,rust,production
core::mem,core::mem::size_of,src/libs/hostfs-api/src/readlink.rs,79,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/hostfs-api/src/readlink.rs,149,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/hostfs-api/src/readlink.rs,151,qualified_path,rust,production
core::mem,core::mem,src/libs/libc_dlfcn/src/lib.rs,17,import,rust,production
core::mem,core::mem::transmute,src/libs/libc_dlfcn/src/lib.rs,80,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/libc_glob/src/bindings.rs,12,import,rust,production
core::mem,core::mem,src/libs/libc_netdb/src/lib.rs,14,import,rust,production
core::mem,core::mem::size_of,src/libs/libc_netdb/src/lib.rs,786,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/libc_netdb/src/lib.rs,787,qualified_path,rust,production
core::mem,core::mem::swap,src/libs/libc_regex/src/matcher.rs,205,qualified_path,rust,production
core::mem,core::mem::align_of,src/libs/libc_setjmp/src/jmp_buf.rs,38,import,rust,production
core::mem,core::mem::size_of,src/libs/libc_setjmp/src/jmp_buf.rs,38,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_setjmp/src/sigjmp_buf.rs,40,import,rust,production
core::mem,core::mem::size_of,src/libs/libc_setjmp/src/sigjmp_buf.rs,40,import,rust,production
core::mem,core::mem::size_of,src/libs/libc_stdio/src/fdopen.rs,67,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/libc_stdio/src/fopen.rs,99,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/libc_stdlib/src/block_header.rs,12,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_stdlib/src/block_header.rs,30,qualified_path,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/bcopy.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/bzero.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/memccpy.rs,8,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/memchr.rs,8,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/memcmp.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/memcpy.rs,14,import,rust,production
core::mem,core::mem::size_of,src/libs/libc_string/src/memcpy.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/memmove.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/memrchr.rs,8,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/memset.rs,8,import,rust,production
core::mem,core::mem::size_of,src/libs/libc_string/src/memset.rs,8,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/stpcpy.rs,8,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/stpncpy.rs,8,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strcasestr.rs,8,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strcat.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strchr.rs,8,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strchrnul.rs,8,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strcmp.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strcpy.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strcspn.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strdup.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strlcat.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strlcpy.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strncat.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strncmp.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strncpy.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strndup.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strnlen.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strpbrk.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strrchr.rs,8,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strsep.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strspn.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strstr.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strtok.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strtok_r.rs,14,import,rust,production
core::mem,core::mem::align_of,src/libs/libc_string/src/strxfrm.rs,9,import,rust,production
core::mem,core::mem::size_of,src/libs/multibin/src/lib.rs,21,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/multibin/src/lib.rs,24,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/multiimage/src/lib.rs,83,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/multiimage/src/lib.rs,86,qualified_path,rust,production
core::mem,core::mem::align_of,src/libs/multiimage/src/lib.rs,230,qualified_path,rust,production
core::mem,core::mem,src/libs/net-backend/src/io.rs,28,import,rust,production
core::mem,core::mem::size_of_val,src/libs/net-backend/src/io.rs,170,qualified_path,rust,production
core::mem,core::mem::zeroed,src/libs/net-backend/src/io.rs,235,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/io.rs,236,qualified_path,rust,production
core::mem,core::mem::transmute,src/libs/net-backend/src/platform/unix.rs,105,qualified_path,rust,production
core::mem,core::mem::transmute,src/libs/net-backend/src/platform/unix.rs,111,qualified_path,rust,production
core::mem,core::mem::transmute,src/libs/net-backend/src/platform/windows.rs,112,qualified_path,rust,production
core::mem,core::mem::transmute,src/libs/net-backend/src/platform/windows.rs,118,qualified_path,rust,production
core::mem,core::mem::zeroed,src/libs/net-backend/src/platform/windows.rs,139,qualified_path,rust,production
core::mem,core::mem::zeroed,src/libs/net-backend/src/query.rs,36,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/query.rs,37,qualified_path,rust,production
core::mem,core::mem::zeroed,src/libs/net-backend/src/query.rs,65,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/query.rs,66,qualified_path,rust,production
core::mem,core::mem,src/libs/net-backend/src/socket.rs,33,import,rust,production
core::mem,core::mem::size_of_val,src/libs/net-backend/src/socket.rs,146,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,180,qualified_path,rust,production
core::mem,core::mem::zeroed,src/libs/net-backend/src/socket.rs,238,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,239,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,354,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,430,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,476,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,513,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,533,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,537,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,583,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,600,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,636,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/socket.rs,651,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/net-backend/src/types.rs,311,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/nvx/src/pie.rs,90,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/nvx/src/pie.rs,141,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/proc/src/daemon/mod.rs,291,qualified_path,verus,production
core::mem,core::mem::size_of,src/libs/proc/src/daemon/mod.rs,292,qualified_path,verus,production
core::mem,core::mem::size_of,src/libs/proc/src/daemon/mod.rs,419,qualified_path,verus,production
core::mem,core::mem::size_of,src/libs/proc/src/daemon/mod.rs,420,qualified_path,verus,production
core::mem,core::mem::ManuallyDrop,src/libs/proc/src/daemon/mod.rs,1956,import,verus,production
core::mem,core::mem::ManuallyDrop::new,src/libs/proc/src/daemon/mod.rs,1984,qualified_path,verus,production
core::mem,core::mem,src/libs/proc/src/message/exec.rs,12,import,rust,production
core::mem,core::mem::size_of,src/libs/proc/src/message/exec.rs,96,qualified_path,rust,production
core::mem,core::mem::transmute,src/libs/proc/src/message/exec.rs,128,qualified_path,rust,production
core::mem,core::mem::transmute,src/libs/proc/src/message/exec.rs,141,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/proc/src/message/exec.rs,151,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/proc/src/message/exec.rs,152,qualified_path,rust,production
core::mem,core::mem::transmute,src/libs/proc/src/message/exec.rs,186,qualified_path,rust,production
core::mem,core::mem::transmute,src/libs/proc/src/message/exec.rs,199,qualified_path,rust,production
core::mem,core::mem,src/libs/proc/src/message/fork_clone.rs,12,import,rust,production
core::mem,core::mem::size_of,src/libs/proc/src/message/fork_clone.rs,87,qualified_path,rust,production
core::mem,core::mem::size_of,src/libs/proc/src/message/fork_clone.rs,88,qualified_path,rust,production
core::mem,core::mem::transmute,src/libs/proc/src/message/fork_clone.rs,122,qualified_path,rust,production
core::mem,core::mem::transmute,src/libs/proc/src/message/fork_clone.rs,135,qualified_path,rust,production
